time_sec,samples_in_window,mean_b0_ch0,mean_b0_ch1,mean_b0_ch2,mean_b0_ch3,mean_b0_ch4,mean_b0_ch5,mean_b0_ch6,mean_b0_ch7,mean_b1_ch0,mean_b1_ch1,mean_b1_ch2,mean_b1_ch3,mean_b1_ch4,mean_b1_ch5,mean_b1_ch6,mean_b1_ch7,mean_b2_ch0,mean_b2_ch1,mean_b2_ch2,mean_b2_ch3,mean_b2_ch4,mean_b2_ch5,mean_b2_ch6,mean_b2_ch7,mean_b3_ch0,mean_b3_ch1,mean_b3_ch2,mean_b3_ch3,mean_b3_ch4,mean_b3_ch5,mean_b3_ch6,mean_b3_ch7,mean_b4_ch0,mean_b4_ch1,mean_b4_ch2,mean_b4_ch3,mean_b4_ch4,mean_b4_ch5,mean_b4_ch6,mean_b4_ch7,mean_b5_ch0,mean_b5_ch1,mean_b5_ch2,mean_b5_ch3,mean_b5_ch4,mean_b5_ch5,mean_b5_ch6,mean_b5_ch7,var_b0_ch0,var_b0_ch1,var_b0_ch2,var_b0_ch3,var_b0_ch4,var_b0_ch5,var_b0_ch6,var_b0_ch7,var_b1_ch0,var_b1_ch1,var_b1_ch2,var_b1_ch3,var_b1_ch4,var_b1_ch5,var_b1_ch6,var_b1_ch7,var_b2_ch0,var_b2_ch1,var_b2_ch2,var_b2_ch3,var_b2_ch4,var_b2_ch5,var_b2_ch6,var_b2_ch7,var_b3_ch0,var_b3_ch1,var_b3_ch2,var_b3_ch3,var_b3_ch4,var_b3_ch5,var_b3_ch6,var_b3_ch7,var_b4_ch0,var_b4_ch1,var_b4_ch2,var_b4_ch3,var_b4_ch4,var_b4_ch5,var_b4_ch6,var_b4_ch7,var_b5_ch0,var_b5_ch1,var_b5_ch2,var_b5_ch3,var_b5_ch4,var_b5_ch5,var_b5_ch6,var_b5_ch7
12.790,48,60.2192879,60.2212334,37.1512299,60.2266884,60.2214012,60.2224998,60.2479668,68.5596695,59.554203,59.5556374,38.5708389,59.5612907,59.5564423,59.5573616,59.5819359,67.5195236,54.062458,54.0642738,37.1313705,54.069397,54.0646248,54.0655212,54.0911064,62.1299782,53.8827705,53.8844109,32.0114365,53.8898125,53.8850555,53.8858299,53.9115601,61.869381,48.8687477,48.8699379,32.581562,48.8751488,48.8703423,48.8718719,48.8972282,56.9329834,51.5052185,51.5070686,31.6442089,51.5120583,51.5075111,51.508564,51.5342979,59.533329,3.63810062,3.64060044,1.44285834,3.64371133,3.64040422,3.64309025,3.62976623,3.78363276,1.05984056,1.06160557,0.728372633,1.05933475,1.05850554,1.05935085,1.05468404,0.921058953,4.66103125,4.6607399,0.770720899,4.66168785,4.66209888,4.66233301,4.67344713,5.01302814,2.99298644,2.99248338,10.532218,2.99260426,2.992342,2.99287033,3.00267649,3.36939812,0.166542068,0.166425824,0.627361774,0.166365609,0.165722132,0.167085394,0.168003947,0.245752916,0.408511579,0.406646341,0.503905892,0.407023937,0.406227916,0.406653494,0.407297611,0.594260395
14.066,48,58.47089,58.4729042,36.8150826,58.4784279,58.4731636,58.474247,58.5089607,66.3277588,59.1074715,59.108963,39.0312462,59.1147919,59.1095238,59.1106262,59.1449547,66.7480545,56.473999,56.4750671,37.1564636,56.4810677,56.4758339,56.4769135,56.5115547,64.1177139,55.3050385,55.3065529,34.8889236,55.3122215,55.3071861,55.3083344,55.3435936,63.1879463,52.0725441,52.0737343,33.5806084,52.079586,52.074276,52.0758514,52.1098366,59.5629234,53.5351906,53.5367165,33.0129166,53.5419884,53.5371513,53.5383453,53.5738373,61.1699524,0.474597394,0.473184735,6.68497515,0.475376159,0.475075543,0.475330889,0.476173222,0.432613254,0.927910626,0.926634133,4.9417038,0.92600131,0.926259875,0.927031875,0.931708753,0.739212036,1.393489,1.39271939,2.06066322,1.39217007,1.3930279,1.39315903,1.3999939,1.04327238,0.625182748,0.626614034,1.34052157,0.623579443,0.625172496,0.625114262,0.626442671,0.753898919,7.22773886,7.22732067,1.10580313,7.2296586,7.22754574,7.22752285,7.24681664,5.67929506,4.62521505,4.62443399,2.42395115,4.62462187,4.62425661,4.62580299,4.63888073,3.51158237
14.929,54,59.2095299,59.2115974,39.7911072,59.2170601,59.2117271,59.2129669,59.252636,66.7252274,59.2250481,59.2265854,40.2475777,59.2323303,59.2269211,59.2282028,59.2684631,66.7083588,56.2855568,56.2867508,36.7635918,56.2927971,56.2874413,56.2884598,56.3283005,63.7213631,53.1109276,53.1124115,35.0422554,53.1184425,53.1137428,53.114521,53.1534653,60.5348167,51.6531792,51.6543694,33.2591133,51.6604538,51.6553421,51.6563301,51.695755,58.7452202,53.5229454,53.5242729,33.9659729,53.529808,53.5250893,53.5260925,53.5664978,60.8150673,0.748661637,0.746738076,20.9573402,0.7472651,0.746759474,0.747400224,0.7491557,0.570206165,1.541875,1.54263794,9.05204773,1.54081023,1.54120398,1.54074264,1.53980494,1.35131621,1.92779565,1.9279058,5.48055696,1.92788076,1.9273262,1.92741108,1.92285848,1.77490056,7.57458639,7.57394218,2.32134223,7.57315254,7.57070351,7.57324219,7.57192278,10.6587648,9.11973572,9.11958408,3.16097164,9.11914444,9.11845493,9.12209511,9.1065321,9.77889061,4.89148331,4.89293098,3.67083931,4.88948488,4.89074707,4.89150047,4.88299847,4.97241449
15.724,49,59.0208206,59.0223503,45.2571259,59.0279312,59.0229149,59.0242882,59.0677376,65.9901733,55.9061852,55.9075737,42.779789,55.913311,55.9079208,55.909584,55.9538956,63.6257057,54.6576538,54.658886,38.5034294,54.6648483,54.6597977,54.6609192,54.7049942,62.4634285,52.1764488,52.1777153,36.9125633,52.1840363,52.179348,52.1800613,52.2235489,59.7712364,49.6239243,49.6249619,34.1612244,49.6310234,49.6261024,49.6270828,49.6702347,56.6654129,52.294754,52.2959366,35.1827812,52.3017578,52.2970276,52.2979965,52.342205,59.1503258,1.16748953,1.16807199,23.2137012,1.17013359,1.16758859,1.16758478,1.16668391,1.9527843,20.3485603,20.350771,6.08008528,20.3486252,20.3488216,20.3461952,20.3295403,17.4619541,3.30211067,3.3021822,8.05294037,3.30294132,3.3011477,3.30061269,3.29476166,1.4595046,4.97927237,4.97870159,3.50026655,4.97845984,4.97628784,4.97874737,4.99146891,7.99011707,7.53157139,7.53259468,4.33313751,7.53251171,7.53193808,7.53253317,7.51866579,6.33102942,4.58072281,4.5820384,3.40139794,4.57959652,4.57998753,4.58166933,4.56944942,4.50995684
16.675,50,59.7299156,59.7311783,47.8709221,59.7373161,59.7323647,59.7334824,59.7786407,65.942421,54.4109459,54.4121399,43.8815193,54.417923,54.4127922,54.4140739,54.4588852,61.3181152,55.3408051,55.3419418,39.4376793,55.3477478,55.3430939,55.3439178,55.3888397,62.234623,53.6068001,53.6079979,37.1352844,53.6140633,53.6091652,53.6099281,53.6546593,60.2234573,50.3118324,50.3129539,34.7749405,50.3189697,50.3139992,50.3150635,50.3586807,56.2328262,52.1574554,52.1585197,35.5774994,52.1646004,52.1597519,52.1607361,52.2049942,57.7577667,1.78810787,1.78985643,4.41095114,1.79021955,1.78802097,1.78730571,1.78730381,1.56049693,11.7243576,11.7250385,1.13845861,11.7240829,11.7268038,11.7213497,11.7134657,6.62487698,5.76468086,5.76581192,1.68788481,5.76597309,5.76671648,5.76291561,5.75685406,0.845113814,5.61494017,5.6154232,3.08637333,5.61376333,5.61185074,5.61256886,5.62309504,6.57048941,7.79837513,7.79904795,0.994041204,7.79718399,7.79836178,7.79770756,7.7869668,2.16173434,4.56004667,4.5623045,1.41158116,4.5619874,4.56316328,4.56327534,4.55557251,2.29453349
17.411,51,59.3664665,59.3679199,47.2603264,59.3736496,59.368824,59.3698769,59.412056,64.4103088,54.7367744,54.737999,43.5961609,54.7434502,54.7386436,54.7395554,54.7804756,59.8156548,54.6387863,54.6398582,38.6304932,54.6454468,54.6412048,54.6415138,54.6841125,59.9234848,52.4493523,52.4506607,36.3855095,52.4563103,52.4517212,52.4522285,52.493927,57.4744797,49.8603554,49.8618011,34.0492744,49.8678894,49.8632698,49.8637085,49.9053879,54.764679,51.2724609,51.273716,34.8100777,51.2796211,51.2749443,51.2760544,51.3167763,55.7384682,3.24643207,3.24573851,2.59118867,3.24727249,3.24654484,3.24530935,3.26253724,8.99033833,6.79812098,6.79712391,0.799560428,6.79675388,6.79881191,6.79396963,6.79797745,9.2869091,15.1423368,15.1440945,1.63385046,15.1422367,15.1424456,15.1448107,15.1624832,23.1908627,17.0905933,17.0907898,2.66159368,17.0918598,17.0869637,17.0903816,17.124445,30.5521069,14.8861237,14.8847704,1.37066472,14.8820829,14.8794222,14.8854771,14.8958645,16.6050854,10.3935385,10.3922806,1.21442544,10.3955746,10.3937588,10.3936882,10.4104939,14.154563
18.084,49,57.5202332,57.5220833,46.0531235,57.5272903,57.5227165,57.5236282,57.563591,62.4610977,54.8309402,54.8320427,42.3470039,54.8374863,54.8333282,54.8336639,54.8730927,59.1140823,52.9973526,52.9984207,38.0443077,53.0039673,53.0000839,52.9999046,53.0425148,57.8692055,48.4100037,48.4115372,35.3786507,48.4172516,48.4129753,48.4128952,48.4545631,53.2425575,47.6920395,47.693924,33.0436707,47.7000008,47.6961861,47.695507,47.7387581,53.0911331,49.8181,49.8194885,34.1037788,49.825531,49.8208694,49.8219261,49.863018,54.6375923,8.56096172,8.56003284,3.08052135,8.56301403,8.56091213,8.56222439,8.5716629,12.4059496,4.30163431,4.30158615,5.63811779,4.30224848,4.30098629,4.29859591,4.31162262,10.3865976,17.4639664,17.465498,2.44840002,17.4642181,17.45961,17.4622574,17.4874725,26.9802532,23.0648079,23.0637913,1.01526165,23.0617409,23.0590649,23.0621834,23.0586319,21.769619,14.1825037,14.1792669,1.04832482,14.17941,14.1731997,14.1823082,14.1826067,13.6172285,6.31902409,6.31885624,2.0542171,6.31929207,6.31968832,6.31962347,6.32933474,10.1219339
24.604,48,77.2421799,76.489296,39.5563927,77.1232605,74.9609299,77.3939133,75.5660172,75.0891953,58.5049934,62.1308136,37.2163773,67.6986084,67.6345825,67.6233673,49.1679382,51.8612213,54.4413872,59.1493187,34.3302269,65.1831589,65.1307907,64.9011612,43.1650887,46.5794563,50.1474419,57.202404,30.6316452,60.5741272,59.8271141,60.5522499,40.9581871,45.6750679,49.1085548,54.3793602,27.9753323,58.3453064,57.7927551,58.3825378,38.1396217,42.2389297,52.3722878,56.1930847,29.909914,60.5726929,60.2648621,60.4461784,38.3022537,42.1876259,60.8082466,46.1957092,0.669240355,34.2238808,24.3799896,51.7041626,56.6027374,60.7358017,114.16745,11.4238672,3.56968164,2.57078409,5.18678236,7.3306818,180.467468,132.672516,119.894882,6.62665272,3.10043812,1.34232259,3.05578494,3.65714669,136.864471,93.6936035,92.1679153,21.1925907,3.34592795,4.94210625,4.1810174,2.36082196,202.163727,122.441734,67.4770355,15.7682409,5.2372303,1.78493834,0.722308338,1.2021755,188.211533,114.420174,110.224289,32.6123772,7.43268824,9.5775404,15.3141251,19.4619045,225.050766,140.337402
25.781,47,58.850399,62.2156296,38.7426796,68.0799408,66.5435104,65.7876358,54.7562027,55.1621552,44.0243416,58.5452766,38.4598122,63.9598465,63.0115128,62.8666725,33.7281685,42.3241501,39.9164581,55.2437057,35.248661,60.6065598,59.9102974,59.1463661,31.1077461,39.0681458,36.7389946,51.5023232,30.6089516,58.5411606,56.5768852,56.6129532,27.6585331,34.6522751,36.9247513,51.0360184,28.4088287,56.5583382,55.4631653,55.3327446,25.2344894,34.0974464,40.1965714,51.6331749,30.0029774,56.5231667,54.8918037,54.7819633,25.9996395,35.2688103,116.200119,51.4422417,1.1140306,19.7803535,16.1116085,26.9625607,162.503387,126.872726,11.1501951,1.14247751,7.33405924,7.57895422,5.9721117,3.70873284,8.37927818,1.66754019,6.04306936,6.38761377,6.04263687,18.7614193,16.3004551,18.3045425,5.65377331,0.247004107,16.7494488,18.3901043,3.34275532,23.3026352,28.860014,26.4808559,12.4627609,7.62449455,16.1582012,2.71789527,3.89700699,13.1155653,10.6407633,9.45754147,13.9292221,0.457529962,3.04229236,2.60607052,7.30944681,5.70902348,3.91722584,4.42721415,1.69910419,2.48089504
29.463,50,53.1553612,58.9918175,45.7186813,68.5437393,68.7480087,71.1447906,38.5494614,44.2668114,50.9125519,54.3386726,42.9660606,65.5924683,64.8064041,67.8272858,37.6370621,40.4236145,45.7549133,49.4362755,37.6564369,61.2227631,59.9725647,62.5856476,34.1549797,35.2894363,43.7430229,47.4521141,35.1097183,58.9831581,57.8937149,60.4181099,31.1495991,33.2587051,40.5367622,45.8779945,32.58424,55.0627785,53.9847374,56.2520599,27.8723602,32.1104584,44.8345718,49.675663,34.684597,58.9587402,57.646183,59.9281502,31.1954079,35.1903191,7.8010354,33.353653,4.56633711,4.94671822,4.78209686,13.3411264,4.08624506,23.5658665,7.4997077,34.1702271,4.14712524,7.11736536,7.68613815,11.7107706,3.63734961,19.0844669,18.2591457,15.8884068,0.993368804,3.26669121,4.52024317,8.4732399,3.52769327,3.49223065,7.7707243,24.1630783,1.70843613,2.01830912,3.26552844,6.52138186,1.26137638,11.3816042,8.34109783,8.62978363,3.90695477,2.24374723,1.35930991,2.70575285,2.90527797,7.36609507,15.0346298,4.30531263,2.26486278,3.58277035,3.19785738,4.84093761,1.33670127,2.19234776
30.804,50,67.5694885,57.2919579,41.8323212,68.157814,67.4350433,67.0789795,37.6350174,40.4753227,63.8949738,55.5513878,39.8278046,62.7550354,62.0368996,63.6113815,37.4389801,39.4413147,61.87994,53.9513474,36.287262,60.2921181,59.2527161,60.7513542,35.9207382,36.1244011,57.9524651,49.0453796,34.5847397,56.6938477,55.9303741,57.4775162,31.9748249,32.3965149,51.6044388,47.1565285,29.2418213,52.7784081,51.8514214,53.2607803,28.0727177,29.5735817,57.4687881,51.162159,32.2412338,56.5155678,55.834301,57.0543175,31.1972828,34.6610794,76.3090439,17.700901,5.25221825,15.2994967,16.1809464,21.0359993,3.15307307,5.90840673,58.294632,31.4339409,4.25562716,4.31432104,6.77050447,8.27500153,3.28907752,9.16577625,67.9413834,40.5543633,2.00866699,1.90322292,4.62125444,4.48804855,5.36829042,3.8840909,70.96492,28.0919952,1.15591276,5.59963036,8.62894154,8.76604271,2.77304792,6.87341547,49.2040672,11.8174868,5.53966713,12.1527786,13.2206306,13.4814167,2.95145345,3.21137118,50.27882,5.645648,2.53445768,14.7767315,17.1026096,17.6561756,0.805901408,1.65229893
